Source,Target,ConflictScore,Confidence,LogMapDecision,Label,LogMapPred
http://snomed.info/id/188754005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21896,1,0.818,False,False,False
http://snomed.info/id/307617006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64070,1,0.8150000000000001,False,False,False
http://snomed.info/id/423106003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64092,6,0.836,False,False,False
http://snomed.info/id/422886007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21977,1,0.8330000000000001,False,False,False
http://snomed.info/id/422691006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64140,27,0.8330000000000001,False,False,False
http://snomed.info/id/405822008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23113,34,0.914,False,False,False
http://snomed.info/id/707625001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23123,1,0.836,False,False,False
http://snomed.info/id/447888006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23128,3,0.9680000000000001,False,False,False
http://snomed.info/id/189924002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21942,2,0.866,False,False,False
http://snomed.info/id/715904005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21983,1,0.8915789473684209,False,False,False
http://snomed.info/id/74839008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60353,10,0.8119999999999999,False,False,False
http://snomed.info/id/87161000119107,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64029,1,0.8330000000000001,False,False,False
http://snomed.info/id/780822000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21969,1,0.8809999999999999,False,False,False
http://snomed.info/id/447731000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63876,8,0.8510000000000001,False,False,False
http://snomed.info/id/408645001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63871,38,0.8689999999999999,False,False,False
http://snomed.info/id/792907004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34041,2,0.9169999999999999,False,False,False
http://snomed.info/id/304545002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63869,3,0.872,False,False,False
http://snomed.info/id/372143007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24225,15,0.841,False,False,False
http://snomed.info/id/399528006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34050,53,0.8210000000000001,False,False,False
http://snomed.info/id/276804009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63892,1,0.8749999999999999,False,False,False
http://snomed.info/id/126854002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24146,103,0.9560000000000001,False,False,False
http://snomed.info/id/115219005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23996,38,0.818,False,False,False
http://snomed.info/id/109841003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38756,10,0.883,False,False,False
http://snomed.info/id/372140005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24148,1,0.9380000000000001,False,False,False
http://snomed.info/id/1156419009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38755,1,0.965,False,False,False
http://snomed.info/id/444596001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60470,1,0.83,False,False,False
http://snomed.info/id/126916003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24051,133,0.9799999999999999,False,False,False
http://snomed.info/id/254826008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64106,1,0.809,False,False,False
http://snomed.info/id/188188009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60377,18,0.8450000000000001,False,False,False
http://snomed.info/id/1156454002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60391,9,0.8270000000000001,False,False,False
http://snomed.info/id/118287003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24008,106,0.8210000000000001,False,False,False
http://snomed.info/id/443093007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60485,12,0.8210000000000001,False,False,False
http://snomed.info/id/254623003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64128,2,0.8629999999999999,False,False,False
http://snomed.info/id/134328007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60432,34,0.712,False,False,False
http://snomed.info/id/92100009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24052,4,0.8749999999999999,False,False,False
http://snomed.info/id/372087000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84509,5856,0.8380000000000001,False,True,False
http://snomed.info/id/255108000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25820,1,0.896,False,False,False
http://snomed.info/id/276870001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24054,1,0.8689999999999999,False,False,False
http://snomed.info/id/707475005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64094,12,0.848,False,False,False
http://snomed.info/id/309245001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63961,92,0.809,False,False,False
http://snomed.info/id/254878006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24088,66,0.8749999999999999,False,False,False
http://snomed.info/id/399490008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64013,1,0.818,False,False,False
http://snomed.info/id/254645002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64121,1,0.86,False,False,False
http://snomed.info/id/255109008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25823,8,0.884,False,False,False
http://snomed.info/id/127580003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21628,47,0.8119999999999999,False,False,False
http://snomed.info/id/127581004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21632,17,0.8119999999999999,False,False,False
http://snomed.info/id/41607009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91501,15,0.7150000000000001,False,False,False
http://snomed.info/id/25370001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60416,18,0.824,False,False,False
http://snomed.info/id/60346004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60422,7,0.836,False,False,False
http://snomed.info/id/127907005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12326,1,0.712,False,False,False
http://snomed.info/id/41175001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C718,157,0.7150000000000001,False,False,False
http://snomed.info/id/89837001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60634,1,0.809,False,False,False
http://snomed.info/id/4596009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60580,1,0.7090000000000001,False,False,False
http://snomed.info/id/127856007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60615,1,0.742,False,False,False
http://snomed.info/id/91689009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12919,1370,0.965,False,False,False
http://snomed.info/id/69695003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22511,1,0.7210000000000001,False,False,False
http://snomed.info/id/86762007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22500,411,0.865,False,False,False
http://snomed.info/id/113192009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22679,485,0.848,False,False,False
http://snomed.info/id/4596009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60580,51,0.7090000000000001,False,False,False
http://snomed.info/id/127856007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60615,449,0.742,False,False,False
http://snomed.info/id/89837001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60634,21,0.809,False,False,False
http://snomed.info/id/113331007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60736,71,0.86,False,False,False
http://snomed.info/id/122865005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22510,141,0.884,False,False,False
http://snomed.info/id/69695003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22511,31,0.7210000000000001,False,False,False
http://snomed.info/id/417338002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C80348,1,0.73,False,False,False
http://snomed.info/id/51083003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C747,2,0.73,False,False,False
http://snomed.info/id/32048006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60324,12,0.7809999999999999,False,False,False
http://snomed.info/id/79041005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60319,1,0.914,False,False,False
http://snomed.info/id/8145008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60457,1,0.89,False,False,False
http://snomed.info/id/27090000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60519,1,0.7869999999999999,False,False,False
http://snomed.info/id/402878003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C7928,352,0.8140000000000001,False,False,False
http://snomed.info/id/106077005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36281,2764,0.8150000000000001,False,False,False
http://snomed.info/id/42717009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60358,1,0.914,False,False,False
http://snomed.info/id/254826008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64106,1,0.809,False,False,False
http://snomed.info/id/254645002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64121,1,0.86,False,False,False
http://snomed.info/id/254623003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64128,1,0.8629999999999999,False,False,False
http://snomed.info/id/422691006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64140,1,0.8330000000000001,False,False,False
http://snomed.info/id/423106003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64092,1,0.836,False,False,False
http://snomed.info/id/707475005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64094,1,0.848,False,False,False
http://snomed.info/id/109853004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64120,1,0.809,False,False,False
http://snomed.info/id/860761007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60337,1,0.818,False,False,False
http://snomed.info/id/1156903009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60441,1,0.818,False,False,False
http://snomed.info/id/55353007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60436,1,0.7150000000000001,False,False,False
http://snomed.info/id/88252006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60378,1,0.8150000000000001,False,False,False
http://snomed.info/id/231831002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64081,1,0.8059999999999999,False,False,False
http://snomed.info/id/87161000119107,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64029,1,0.8330000000000001,False,False,False
http://snomed.info/id/1157019008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60346,1,0.8150000000000001,False,False,False
http://snomed.info/id/74532006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64069,1,0.8150000000000001,False,False,False
http://snomed.info/id/370967009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60503,1,0.809,False,False,False
http://snomed.info/id/276827001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64046,1,0.842,False,False,False
http://snomed.info/id/53880006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60342,1,0.818,False,False,False
http://snomed.info/id/41183007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60347,1,0.818,False,False,False
http://snomed.info/id/443250000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3043,34,0.7569999999999999,False,True,False
http://snomed.info/id/134328007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60432,1,0.712,False,False,False
http://snomed.info/id/254661000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64157,1,0.8749999999999999,False,False,False
http://snomed.info/id/93655004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64123,1,0.818,False,False,False
http://snomed.info/id/417264005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64115,1,0.8989999999999999,False,False,False
http://snomed.info/id/444231005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3411,8,0.7569999999999999,False,True,False
http://snomed.info/id/307623001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64072,1,0.718,False,False,False
http://snomed.info/id/13583002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60449,1,0.73,False,False,False
http://snomed.info/id/21964009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60448,1,0.7330000000000001,False,False,False
http://snomed.info/id/307617006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64070,1,0.8150000000000001,False,False,False
http://snomed.info/id/128813000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60419,1,0.83,False,False,False
http://snomed.info/id/309245001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63961,1,0.809,False,False,False
http://snomed.info/id/70555003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60395,1,0.8150000000000001,False,False,False
http://snomed.info/id/399490008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64013,1,0.818,False,False,False
http://snomed.info/id/60346004,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60422,1,0.836,False,False,False
http://snomed.info/id/20810002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60477,1,0.7150000000000001,False,False,False
http://snomed.info/id/450901008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60495,1,0.718,False,False,False
http://snomed.info/id/278399005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63820,1,0.818,False,False,False
http://snomed.info/id/63451008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60516,1,0.818,False,False,False
http://snomed.info/id/447731000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63876,1,0.8510000000000001,False,False,False
http://snomed.info/id/408645001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63871,1,0.8689999999999999,False,False,False
http://snomed.info/id/276804009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63892,3,0.8749999999999999,False,False,False
http://snomed.info/id/304545002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63869,1,0.872,False,False,False
http://snomed.info/id/74839008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60353,9,0.8119999999999999,False,False,False
http://snomed.info/id/29020002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63818,1,0.836,False,False,False
http://snomed.info/id/28733007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63819,1,0.836,False,False,False
http://snomed.info/id/25370001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60416,1,0.824,False,False,False
http://snomed.info/id/721573003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60680,5,0.83,False,False,False
http://snomed.info/id/118286007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24012,338,2.666,False,False,False
http://snomed.info/id/408649007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23070,338,2.666,False,False,False
http://snomed.info/id/28899001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C21609,338,2.666,False,False,False
http://snomed.info/id/276975007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23112,38,0.836,False,False,False
http://snomed.info/id/115219005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23996,3,0.818,False,False,False
http://snomed.info/id/405822008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23113,2,0.914,False,False,False
http://snomed.info/id/707625001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23123,2,0.836,False,False,False
http://snomed.info/id/447888006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C23128,2,0.9680000000000001,False,False,False
http://snomed.info/id/254878006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24088,14,0.8749999999999999,False,False,False
http://snomed.info/id/126916003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24051,2,0.9799999999999999,False,False,False
http://snomed.info/id/92100009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24052,1,0.8749999999999999,False,False,False
http://snomed.info/id/276870001,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24054,11,0.8689999999999999,False,False,False
http://snomed.info/id/41368006,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26395,1,0.872,False,False,False
http://snomed.info/id/254913005,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25806,23,0.9620000000000001,False,False,False
http://snomed.info/id/255108000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25820,12,0.896,False,False,False
http://snomed.info/id/255109008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25823,1,0.884,False,False,False
http://snomed.info/id/72174007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24176,1,0.8450000000000001,False,False,False
http://snomed.info/id/189643000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C24180,1,0.8450000000000001,False,False,False
http://snomed.info/id/128665000,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22990,1,0.89,False,False,False
http://snomed.info/id/19329008,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22997,1,0.8904,False,False,False
http://snomed.info/id/18977007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22996,1,0.896,False,False,False
http://snomed.info/id/37302003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22995,1,0.896,False,False,False
http://snomed.info/id/63687009,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22993,1,0.896,False,False,False
http://snomed.info/id/39720002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22998,1,0.896,False,False,False
http://snomed.info/id/2227007,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22992,1,0.89,False,False,False
http://snomed.info/id/88230002,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26407,1,0.7330000000000001,False,False,False
http://snomed.info/id/442868003,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C22946,34,0.8390000000000001,False,False,False
