Source,Target,LLMDecision,LLMConfidence,LogMapScore,Label,LogMapPred,ChangedByLLM,LLMHelped,LLMHurt
http://human.owl#NCI_C32397,http://mouse.owl#MA_0002283,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12996,http://mouse.owl#MA_0001109,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12413,http://mouse.owl#MA_0002636,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33470,http://mouse.owl#MA_0000279,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32344,http://mouse.owl#MA_0000371,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33400,http://mouse.owl#MA_0001710,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33178,http://mouse.owl#MA_0001320,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32931,http://mouse.owl#MA_0002695,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33695,http://mouse.owl#MA_0001207,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33565,http://mouse.owl#MA_0001552,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49138,http://mouse.owl#MA_0000993,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C13041,http://mouse.owl#MA_0000004,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33249,http://mouse.owl#MA_0001584,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C52697,http://mouse.owl#MA_0002151,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33343,http://mouse.owl#MA_0002198,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000206,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12442,http://mouse.owl#MA_0000205,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49210,http://mouse.owl#MA_0001841,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49228,http://mouse.owl#MA_0001633,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12934,http://mouse.owl#MA_0001036,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32492,http://mouse.owl#MA_0000398,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12307,http://mouse.owl#MA_0002464,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32847,http://mouse.owl#MA_0002139,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C12945,http://mouse.owl#MA_0000720,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12907,http://mouse.owl#MA_0000014,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33734,http://mouse.owl#MA_0000050,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12867,http://mouse.owl#MA_0001771,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49798,http://mouse.owl#MA_0001131,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32414,http://mouse.owl#MA_0001355,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C53172,http://mouse.owl#MA_0002302,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49312,http://mouse.owl#MA_0001729,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32743,http://mouse.owl#MA_0002723,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12437,http://mouse.owl#MA_0000166,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C12421,http://mouse.owl#MA_0000341,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12665,http://mouse.owl#MA_0001087,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C48257,http://mouse.owl#MA_0002677,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12379,http://mouse.owl#MA_0000333,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12455,http://mouse.owl#MA_0000170,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C52844,http://mouse.owl#MA_0001914,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32683,http://mouse.owl#MA_0001659,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33581,http://mouse.owl#MA_0001983,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C12884,http://mouse.owl#MA_0002655,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33693,http://mouse.owl#MA_0002026,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33665,http://mouse.owl#MA_0002127,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12897,http://mouse.owl#MA_0001073,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32929,http://mouse.owl#MA_0001546,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12429,http://mouse.owl#MA_0000007,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33205,http://mouse.owl#MA_0001326,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C49482,http://mouse.owl#MA_0001251,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32404,http://mouse.owl#MA_0002284,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32653,http://mouse.owl#MA_0000901,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32926,http://mouse.owl#MA_0002688,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49482,http://mouse.owl#MA_0001253,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33666,http://mouse.owl#MA_0002225,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C52696,http://mouse.owl#MA_0002150,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33672,http://mouse.owl#MA_0002280,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32711,http://mouse.owl#MA_0000162,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33661,http://mouse.owl#MA_0002062,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12378,http://mouse.owl#MA_0000323,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33121,http://mouse.owl#MA_0001347,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49296,http://mouse.owl#MA_0001748,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49210,http://mouse.owl#MA_0001831,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12899,http://mouse.owl#MA_0001039,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12821,http://mouse.owl#MA_0001032,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32824,http://mouse.owl#MA_0002324,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33661,http://mouse.owl#MA_0002053,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32415,http://mouse.owl#MA_0001720,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C38516,http://mouse.owl#MA_0000773,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33142,http://mouse.owl#MA_0000902,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32573,http://mouse.owl#MA_0001630,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12736,http://mouse.owl#MA_0001524,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C52941,http://mouse.owl#MA_0001982,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49136,http://mouse.owl#MA_0000186,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32676,http://mouse.owl#MA_0001711,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49222,http://mouse.owl#MA_0001567,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C48940,http://mouse.owl#MA_0001633,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C52703,http://mouse.owl#MA_0002314,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32154,http://mouse.owl#MA_0001676,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49321,http://mouse.owl#MA_0000715,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12759,http://mouse.owl#MA_0000288,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C28381,http://mouse.owl#MA_0001289,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32154,http://mouse.owl#MA_0001679,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12292,http://mouse.owl#MA_0000259,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33737,http://mouse.owl#MA_0000050,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C13177,http://mouse.owl#MA_0000279,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C38671,http://mouse.owl#MA_0002667,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32652,http://mouse.owl#MA_0001310,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32875,http://mouse.owl#MA_0002515,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33417,http://mouse.owl#MA_0001670,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32053,http://mouse.owl#MA_0001771,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C38670,http://mouse.owl#MA_0002666,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32398,http://mouse.owl#MA_0002283,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33149,http://mouse.owl#MA_0002684,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C32387,http://mouse.owl#MA_0001651,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12351,http://mouse.owl#MA_0000183,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32200,http://mouse.owl#MA_0002269,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32402,http://mouse.owl#MA_0002284,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32538,http://mouse.owl#MA_0002680,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33318,http://mouse.owl#MA_0000774,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12443,http://mouse.owl#MA_0000185,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33417,http://mouse.owl#MA_0001669,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49333,http://mouse.owl#MA_0000810,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C12868,http://mouse.owl#MA_0000075,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12848,http://mouse.owl#MA_0001611,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12386,http://mouse.owl#MA_0000337,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32124,http://mouse.owl#MA_0000475,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33573,http://mouse.owl#MA_0002696,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49301,http://mouse.owl#MA_0001596,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C13004,http://mouse.owl#MA_0000077,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C43630,http://mouse.owl#MA_0002665,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C13004,http://mouse.owl#MA_0000076,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C52799,http://mouse.owl#MA_0001351,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12774,http://mouse.owl#MA_0002033,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12898,http://mouse.owl#MA_0001014,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49330,http://mouse.owl#MA_0000704,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C25774,http://mouse.owl#MA_0000305,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33068,http://mouse.owl#MA_0001281,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32933,http://mouse.owl#MA_0001757,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12714,http://mouse.owl#MA_0001091,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32933,http://mouse.owl#MA_0001756,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32557,http://mouse.owl#MA_0000898,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32884,http://mouse.owl#MA_0000045,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32931,http://mouse.owl#MA_0001547,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32561,http://mouse.owl#MA_0002325,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12812,http://mouse.owl#MA_0001106,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12937,http://mouse.owl#MA_0000792,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12782,http://mouse.owl#MA_0001410,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32945,http://mouse.owl#MA_0001280,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33281,http://mouse.owl#MA_0000855,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33602,http://mouse.owl#MA_0002672,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33402,http://mouse.owl#MA_0002740,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33291,http://mouse.owl#MA_0000293,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32573,http://mouse.owl#MA_0002659,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C45804,http://mouse.owl#MA_0000097,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C25763,http://mouse.owl#MA_0001522,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32824,http://mouse.owl#MA_0001828,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32790,http://mouse.owl#MA_0001279,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32337,http://mouse.owl#MA_0001012,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C25763,http://mouse.owl#MA_0001521,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C13147,http://mouse.owl#MA_0001591,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C52786,http://mouse.owl#MA_0001395,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33568,http://mouse.owl#MA_0002686,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33260,http://mouse.owl#MA_0000874,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32090,http://mouse.owl#MA_0000854,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49595,http://mouse.owl#MA_0000344,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12723,http://mouse.owl#MA_0001093,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12435,http://mouse.owl#MA_0000015,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33581,http://mouse.owl#MA_0002063,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C33162,http://mouse.owl#MA_0001349,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33923,http://mouse.owl#MA_0000854,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33140,http://mouse.owl#MA_0001029,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49243,http://mouse.owl#MA_0001539,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33894,http://mouse.owl#MA_0000461,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C49767,http://mouse.owl#MA_0000812,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32067,http://mouse.owl#MA_0001651,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32890,http://mouse.owl#MA_0001505,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33866,http://mouse.owl#MA_0000202,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33894,http://mouse.owl#MA_0000460,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32928,http://mouse.owl#MA_0002689,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32311,http://mouse.owl#MA_0001305,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12732,http://mouse.owl#MA_0001094,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12761,http://mouse.owl#MA_0001097,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49241,http://mouse.owl#MA_0001537,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C38669,http://mouse.owl#MA_0002664,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C13103,http://mouse.owl#MA_0001737,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49599,http://mouse.owl#MA_0000732,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32516,http://mouse.owl#MA_0002734,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32809,http://mouse.owl#MA_0001312,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C52734,http://mouse.owl#MA_0002058,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49306,http://mouse.owl#MA_0001863,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33826,http://mouse.owl#MA_0002070,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32808,http://mouse.owl#MA_0001311,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C38668,http://mouse.owl#MA_0002663,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32475,http://mouse.owl#MA_0001036,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32856,http://mouse.owl#MA_0001323,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32702,http://mouse.owl#MA_0001708,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33287,http://mouse.owl#MA_0000532,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49195,http://mouse.owl#MA_0000708,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49577,http://mouse.owl#MA_0001514,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C49577,http://mouse.owl#MA_0001513,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33694,http://mouse.owl#MA_0001282,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12350,http://mouse.owl#MA_0001130,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33040,http://mouse.owl#MA_0002672,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32228,http://mouse.owl#MA_0000858,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32456,http://mouse.owl#MA_0002625,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32692,http://mouse.owl#MA_0001709,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C48940,http://mouse.owl#MA_0001695,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32924,http://mouse.owl#MA_0001544,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32930,http://mouse.owl#MA_0002690,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49193,http://mouse.owl#MA_0000706,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32041,http://mouse.owl#MA_0001088,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C40411,http://mouse.owl#MA_0001587,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33652,http://mouse.owl#MA_0001245,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12421,http://mouse.owl#MA_0002474,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C53050,http://mouse.owl#MA_0002149,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C49240,http://mouse.owl#MA_0001536,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C53079,http://mouse.owl#MA_0002395,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33521,http://mouse.owl#MA_0002452,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32207,http://mouse.owl#MA_0002490,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32934,http://mouse.owl#MA_0001769,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12700,http://mouse.owl#MA_0000215,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12470,http://mouse.owl#MA_0000151,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33572,http://mouse.owl#MA_0001562,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33570,http://mouse.owl#MA_0002687,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32480,http://mouse.owl#MA_0000838,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C32783,http://mouse.owl#MA_0001276,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32825,http://mouse.owl#MA_0001176,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33823,http://mouse.owl#MA_0001284,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12807,http://mouse.owl#MA_0001028,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12807,http://mouse.owl#MA_0001029,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33244,http://mouse.owl#MA_0001707,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12837,http://mouse.owl#MA_0001012,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C32934,http://mouse.owl#MA_0001770,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12836,http://mouse.owl#MA_0001010,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12861,http://mouse.owl#MA_0000306,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12759,http://mouse.owl#MA_0001096,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12633,http://mouse.owl#MA_0000288,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33204,http://mouse.owl#MA_0000193,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33586,http://mouse.owl#MA_0001289,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C33773,http://mouse.owl#MA_0002674,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49586,http://mouse.owl#MA_0000742,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12773,http://mouse.owl#MA_0000178,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33688,http://mouse.owl#MA_0001277,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C13050,http://mouse.owl#MA_0000165,True,0.95,1.0,False,True,False,False,False
http://human.owl#NCI_C52707,http://mouse.owl#MA_0001596,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12808,http://mouse.owl#MA_0001105,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32266,http://mouse.owl#MA_0000040,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49213,http://mouse.owl#MA_0001840,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12772,http://mouse.owl#MA_0000177,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12864,http://mouse.owl#MA_0001388,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C49314,http://mouse.owl#MA_0001731,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33136,http://mouse.owl#MA_0000350,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C12470,http://mouse.owl#MA_0000014,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C12798,http://mouse.owl#MA_0000314,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C33571,http://mouse.owl#MA_0001558,False,0.05,1.0,True,True,True,False,True
http://human.owl#NCI_C38515,http://mouse.owl#MA_0002673,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C32804,http://mouse.owl#MA_0001189,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C33558,http://mouse.owl#MA_0000165,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49141,http://mouse.owl#MA_0000995,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C53039,http://mouse.owl#MA_0002267,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C52556,http://mouse.owl#MA_0002511,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C48257,http://mouse.owl#MA_0000730,False,0.05,1.0,False,True,True,True,False
http://human.owl#NCI_C49297,http://mouse.owl#MA_0001554,True,0.95,1.0,True,True,False,False,False
http://human.owl#NCI_C12993,http://mouse.owl#MA_0000762,True,0.95,1.0,True,True,False,False,False
