Source,Target,LLMDecision,LLMConfidence,LLMTotalTokens,LogMapScore,ExperimentType,K,Model,Prompt,Label,LogMapPred
http://human.owl#NCI_C32494,http://mouse.owl#MA_0000485,True,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C13017,http://mouse.owl#MA_0000396,False,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12234,http://mouse.owl#MA_0001589,True,,143.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33725,http://mouse.owl#MA_0001440,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C52552,http://mouse.owl#MA_0002523,False,,141.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12331,http://mouse.owl#MA_0000380,False,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32065,http://mouse.owl#MA_0000887,True,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32857,http://mouse.owl#MA_0002346,True,,144.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32554,http://mouse.owl#MA_0001354,True,,145.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32249,http://mouse.owl#MA_0000953,True,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C49246,http://mouse.owl#MA_0001766,True,,138.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12472,http://mouse.owl#MA_0000056,True,,127.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12449,http://mouse.owl#MA_0000889,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33547,http://mouse.owl#MA_0000631,False,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12413,http://mouse.owl#MA_0000325,True,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C48941,http://mouse.owl#MA_0002493,True,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32570,http://mouse.owl#MA_0002360,True,,141.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12771,http://mouse.owl#MA_0000731,False,,140.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C40186,http://mouse.owl#MA_0000690,True,,126.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C13345,http://mouse.owl#MA_0002474,False,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33049,http://mouse.owl#MA_0001753,True,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12382,http://mouse.owl#MA_0001527,False,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33879,http://mouse.owl#MA_0002607,True,,140.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12858,http://mouse.owl#MA_0001331,False,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12379,http://mouse.owl#MA_0001527,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32223,http://mouse.owl#MA_0000688,True,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32248,http://mouse.owl#MA_0000952,True,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C13076,http://mouse.owl#MA_0001459,True,,126.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C49247,http://mouse.owl#MA_0001765,True,,143.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32246,http://mouse.owl#MA_0000950,True,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32484,http://mouse.owl#MA_0001735,True,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32988,http://mouse.owl#MA_0000773,True,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12233,http://mouse.owl#MA_0001588,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33870,http://mouse.owl#MA_0001111,False,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32161,http://mouse.owl#MA_0002576,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32247,http://mouse.owl#MA_0000951,True,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33605,http://mouse.owl#MA_0000761,True,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32105,http://mouse.owl#MA_0000211,False,,136.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32974,http://mouse.owl#MA_0000051,False,,127.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C49227,http://mouse.owl#MA_0001632,True,,141.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33022,http://mouse.owl#MA_0000428,True,,143.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33728,http://mouse.owl#MA_0001443,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C48822,http://mouse.owl#MA_0000919,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33355,http://mouse.owl#MA_0002749,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12831,http://mouse.owl#MA_0002023,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33729,http://mouse.owl#MA_0001444,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32136,http://mouse.owl#MA_0001114,True,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C52717,http://mouse.owl#MA_0000179,False,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C28351,http://mouse.owl#MA_0001098,False,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33023,http://mouse.owl#MA_0000429,True,,142.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C52701,http://mouse.owl#MA_0002303,True,,152.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33736,http://mouse.owl#MA_0000270,False,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32154,http://mouse.owl#MA_0001677,True,,146.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33727,http://mouse.owl#MA_0001442,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32927,http://mouse.owl#MA_0001548,True,,140.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12486,http://mouse.owl#MA_0002501,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12688,http://mouse.owl#MA_0000040,False,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33504,http://mouse.owl#MA_0000313,True,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33441,http://mouse.owl#MA_0002363,True,,136.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33498,http://mouse.owl#MA_0001434,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33508,http://mouse.owl#MA_0000313,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33459,http://mouse.owl#MA_0002608,True,,136.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32534,http://mouse.owl#MA_0000778,True,,141.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33499,http://mouse.owl#MA_0001435,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33608,http://mouse.owl#MA_0002164,True,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33666,http://mouse.owl#MA_0002242,False,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32652,http://mouse.owl#MA_0000901,False,,136.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32199,http://mouse.owl#MA_0002419,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33726,http://mouse.owl#MA_0001441,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33466,http://mouse.owl#MA_0000803,False,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33287,http://mouse.owl#MA_0000655,False,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32807,http://mouse.owl#MA_0001313,True,,138.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32480,http://mouse.owl#MA_0000863,False,,141.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33805,http://mouse.owl#MA_0002396,True,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12861,http://mouse.owl#MA_0000622,True,,138.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12717,http://mouse.owl#MA_0000682,True,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12868,http://mouse.owl#MA_0001871,False,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33723,http://mouse.owl#MA_0001449,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12272,http://mouse.owl#MA_0000126,True,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32144,http://mouse.owl#MA_0000109,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33721,http://mouse.owl#MA_0001447,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12704,http://mouse.owl#MA_0000012,False,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32108,http://mouse.owl#MA_0001302,False,,138.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33722,http://mouse.owl#MA_0001448,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32726,http://mouse.owl#MA_0000200,True,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C52698,http://mouse.owl#MA_0002148,True,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32226,http://mouse.owl#MA_0001240,False,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32779,http://mouse.owl#MA_0001101,True,,138.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33730,http://mouse.owl#MA_0001445,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33070,http://mouse.owl#MA_0002176,False,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33731,http://mouse.owl#MA_0001446,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33889,http://mouse.owl#MA_0000058,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33460,http://mouse.owl#MA_0001652,False,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33150,http://mouse.owl#MA_0002331,True,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C28287,http://mouse.owl#MA_0000019,False,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C49140,http://mouse.owl#MA_0000876,False,,149.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12382,http://mouse.owl#MA_0000335,True,,125.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33215,http://mouse.owl#MA_0001104,True,,136.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12714,http://mouse.owl#MA_0001109,False,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12919,http://mouse.owl#MA_0000003,False,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C52799,http://mouse.owl#MA_0000043,False,,127.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12379,http://mouse.owl#MA_0000335,True,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33812,http://mouse.owl#MA_0002399,True,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33229,http://mouse.owl#MA_0002433,False,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32318,http://mouse.owl#MA_0002702,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32040,http://mouse.owl#MA_0002268,True,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32291,http://mouse.owl#MA_0001056,True,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33188,http://mouse.owl#MA_0001053,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32069,http://mouse.owl#MA_0000860,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33456,http://mouse.owl#MA_0001657,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33616,http://mouse.owl#MA_0002384,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32681,http://mouse.owl#MA_0001702,True,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32934,http://mouse.owl#MA_0001768,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33888,http://mouse.owl#MA_0001496,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32824,http://mouse.owl#MA_0001829,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33695,http://mouse.owl#MA_0001211,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12594,http://mouse.owl#MA_0001469,False,,138.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33500,http://mouse.owl#MA_0001436,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C52734,http://mouse.owl#MA_0002060,False,,141.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33501,http://mouse.owl#MA_0001437,True,,137.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C45912,http://mouse.owl#MA_0000858,False,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32231,http://mouse.owl#MA_0001839,True,,151.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32290,http://mouse.owl#MA_0001004,False,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12990,http://mouse.owl#MA_0000992,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33436,http://mouse.owl#MA_0001654,True,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12849,http://mouse.owl#MA_0001473,False,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33044,http://mouse.owl#MA_0001306,True,,127.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33371,http://mouse.owl#MA_0000976,False,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C25177,http://mouse.owl#MA_0001752,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32705,http://mouse.owl#MA_0000155,False,,127.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12448,http://mouse.owl#MA_0000893,True,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12472,http://mouse.owl#MA_0002481,True,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12452,http://mouse.owl#MA_0000893,True,,872.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C29667,http://mouse.owl#MA_0000014,False,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32975,http://mouse.owl#MA_0000275,False,,128.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12983,http://mouse.owl#MA_0000592,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C34004,http://mouse.owl#MA_0000021,False,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32529,http://mouse.owl#MA_0001362,True,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33049,http://mouse.owl#MA_0000407,True,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12742,http://mouse.owl#MA_0000047,False,,126.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12313,http://mouse.owl#MA_0001722,False,,127.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32334,http://mouse.owl#MA_0000310,True,,133.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12998,http://mouse.owl#MA_0002749,False,,131.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32268,http://mouse.owl#MA_0000104,True,,132.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32567,http://mouse.owl#MA_0002345,True,,144.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33423,http://mouse.owl#MA_0001338,True,,129.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C12332,http://mouse.owl#MA_0001694,True,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12697,http://mouse.owl#MA_0001085,False,,140.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12808,http://mouse.owl#MA_0001075,False,,135.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12697,http://mouse.owl#MA_0001110,True,,139.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33116,http://mouse.owl#MA_0001353,True,,145.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C33101,http://mouse.owl#MA_0002606,True,,130.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C33012,http://mouse.owl#MA_0000435,True,,134.0,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C32291,http://mouse.owl#MA_0000212,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32843,http://mouse.owl#MA_0000870,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
http://human.owl#NCI_C13057,http://mouse.owl#MA_0001066,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C12707,http://mouse.owl#MA_0001243,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,False,False
http://human.owl#NCI_C32959,http://mouse.owl#MA_0001716,False,,,,zero_shot,0,qwen/qwen3-vl-8b-instruct,direct_entity,True,False
