Source,Target,ConflictScore,Confidence,LogMapDecision,Label,LogMapPred
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parafollicular_cell_of_thyroid_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thyroid_Gland_Parafollicular_Cell_MMHCC,1,0.824,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Type_I_cell_of_carotid_body,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glomus_Cell,1,0.7330000000000001,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Organ,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Organ,15,0.79,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Meninx,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CNS_Brain_Meninges_MMHCC,14,0.7210000000000001,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anastomosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anastomosis,6,0.8109999999999999,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lipoprotein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lipoprotein,2,0.772,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cell_adhesion_molecule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cell_Adhesion_Molecule,2,0.896,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intermediate_filament_protein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intermediate_Filament_Protein,20,0.817,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Actin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Actin,5,0.7510000000000001,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin,26,0.907,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Splenic_pulp,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Splenic_Pulp,4,0.8569999999999999,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cell_component,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cell_Part,9,0.817,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Adipose_tissue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Adipose_Tissue_MMHCC,3,0.7869999999999999,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parafollicular_cell_of_thyroid_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thyroid_Gland_Parafollicular_Cell_MMHCC,1,0.824,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nasal_cavity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nose_Nasal_Cavity_MMHCC,2,0.742,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Leukocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Leukocyte_WBC_MMHCC,24,0.772,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#B_lymphocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Leukocyte_Lymphocyte_B-Lymphocyte_MMHCC,3,0.736,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Germinal_epithelium_of_ovary,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ovary_Germinal_Epithelium_MMHCC,1,0.724,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plasmablast,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Plasmablast,1,0.778,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Type_I_cell_of_carotid_body,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glomus_Cell,2,0.7330000000000001,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Foam_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Foam_Cell,1,0.7629999999999999,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cell_morphology,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cellular_Morphology,2,0.5,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Extra_embryonic_structure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Extraembryonic_Structure,2,0.62,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_2,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Interleukin-2,2,0.605,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_3,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Interleukin-3,2,0.59,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_4,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Interleukin-4,2,0.596,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_5,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Interleukin-5,2,0.632,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nasal_cavity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nose_Nasal_Cavity_MMHCC,4,0.742,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_sebaceous_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sebaceous_Gland_of_the_Eyelash,2,0.539,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_urethral_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Urethral_Gland,2,0.539,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Organ,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Organ,6,0.79,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Feces,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Feces,2,0.548,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Olfactory_receptor_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nose_Nasal_Cavity_Olfactory_Cell_MMHCC,3,0.633,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_urethral_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Urethral_Gland,4,0.539,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Renal_tubule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Renal_Tubule,4,0.521,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Renal_tubule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Renal_Tubule,15,0.521,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gingiva,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gum,6,0.515,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_sebaceous_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sebaceous_Gland_of_the_Eyelash,1,0.539,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Feces,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stool_MMHCC,2,0.71,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gingiva,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gingiva,4,0.632,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_3,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-3,2,0.605,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_4,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-4,2,0.614,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_5,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-5,2,0.605,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_2,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-2,6,0.614,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pituitary_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pituitary_Gland_MMHCC,4,0.524,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_12,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Interleukin-12,9,0.704,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_12A,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#IL12A_wt_Allele,2,0.527,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_12B,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#IL12B_wt_Allele,3,0.527,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_8,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Interleukin-8,4,0.5569999999999999,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Middle_ear,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Middle_Ear,4,0.533,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Internal_ear,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Internal_Ear,4,0.533,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skull,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bone_Skull_MMHCC,2,0.605,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Endometrium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Uterus_Endometrium_MMHCC,2,0.527,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#CA2_field,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#TYRP1_wt_Allele,2,0.53,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Extra_embryonic_structure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Extraembryonic_Structure,2,0.62,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Middle_ear,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ear_Middle_Ear_MMHCC,4,0.536,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Internal_ear,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ear_Inner_Ear_Cochlea_MMHCC,4,0.536,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_12B,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#IL12B_wt_Allele,1,0.527,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_12A,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#IL12A_wt_Allele,1,0.527,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#CA2_field,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Infliximab,2,0.533,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_8,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-8,2,0.699,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interleukin_12,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-12,9,0.627,False,True,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skull,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bone_Skull_MMHCC,1,0.605,False,False,False
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Endometrium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Uterus_Endometrium_MMHCC,1,0.527,False,False,False
