Source,Target,Prediction,Label
http://mouse.owl#MA_0001548,http://human.owl#NCI_C32927,False,False
http://mouse.owl#MA_0002501,http://human.owl#NCI_C12486,False,False
http://mouse.owl#MA_0000040,http://human.owl#NCI_C12688,False,False
http://mouse.owl#MA_0000313,http://human.owl#NCI_C33504,True,False
http://mouse.owl#MA_0002363,http://human.owl#NCI_C33441,True,True
http://mouse.owl#MA_0001434,http://human.owl#NCI_C33498,False,True
http://mouse.owl#MA_0000313,http://human.owl#NCI_C33508,False,False
http://mouse.owl#MA_0002608,http://human.owl#NCI_C33459,True,False
http://mouse.owl#MA_0000778,http://human.owl#NCI_C32534,False,True
http://mouse.owl#MA_0001435,http://human.owl#NCI_C33499,False,True
http://mouse.owl#MA_0002164,http://human.owl#NCI_C33608,True,True
http://mouse.owl#MA_0002242,http://human.owl#NCI_C33666,True,False
http://mouse.owl#MA_0000901,http://human.owl#NCI_C32652,False,False
http://mouse.owl#MA_0002419,http://human.owl#NCI_C32199,False,False
http://mouse.owl#MA_0001441,http://human.owl#NCI_C33726,True,True
http://mouse.owl#MA_0000803,http://human.owl#NCI_C33466,False,False
http://mouse.owl#MA_0000655,http://human.owl#NCI_C33287,False,False
http://mouse.owl#MA_0001313,http://human.owl#NCI_C32807,True,True
http://mouse.owl#MA_0000863,http://human.owl#NCI_C32480,False,False
http://mouse.owl#MA_0002396,http://human.owl#NCI_C33805,False,False
http://mouse.owl#MA_0000622,http://human.owl#NCI_C12861,True,False
http://mouse.owl#MA_0000682,http://human.owl#NCI_C12717,True,False
http://mouse.owl#MA_0001871,http://human.owl#NCI_C12868,False,False
http://mouse.owl#MA_0001449,http://human.owl#NCI_C33723,True,True
http://mouse.owl#MA_0000126,http://human.owl#NCI_C12272,False,False
http://mouse.owl#MA_0000109,http://human.owl#NCI_C32144,True,False
http://mouse.owl#MA_0001447,http://human.owl#NCI_C33721,False,True
http://mouse.owl#MA_0000012,http://human.owl#NCI_C12704,False,False
http://mouse.owl#MA_0001302,http://human.owl#NCI_C32108,True,True
http://mouse.owl#MA_0001448,http://human.owl#NCI_C33722,True,True
http://mouse.owl#MA_0000200,http://human.owl#NCI_C32726,True,True
http://mouse.owl#MA_0002148,http://human.owl#NCI_C52698,False,False
http://mouse.owl#MA_0001240,http://human.owl#NCI_C32226,True,False
http://mouse.owl#MA_0001101,http://human.owl#NCI_C32779,False,False
http://mouse.owl#MA_0001445,http://human.owl#NCI_C33730,True,True
http://mouse.owl#MA_0002176,http://human.owl#NCI_C33070,True,False
http://mouse.owl#MA_0001446,http://human.owl#NCI_C33731,True,True
http://mouse.owl#MA_0000058,http://human.owl#NCI_C33889,True,True
http://mouse.owl#MA_0001652,http://human.owl#NCI_C33460,False,False
http://mouse.owl#MA_0002331,http://human.owl#NCI_C33150,True,True
http://mouse.owl#MA_0000019,http://human.owl#NCI_C28287,True,True
http://mouse.owl#MA_0000876,http://human.owl#NCI_C49140,False,False
http://mouse.owl#MA_0000335,http://human.owl#NCI_C12382,False,True
http://mouse.owl#MA_0001104,http://human.owl#NCI_C33215,True,True
http://mouse.owl#MA_0001109,http://human.owl#NCI_C12714,True,False
http://mouse.owl#MA_0000003,http://human.owl#NCI_C12919,False,False
http://mouse.owl#MA_0000043,http://human.owl#NCI_C52799,False,False
http://mouse.owl#MA_0000335,http://human.owl#NCI_C12379,False,False
http://mouse.owl#MA_0002399,http://human.owl#NCI_C33812,True,True
http://mouse.owl#MA_0002433,http://human.owl#NCI_C33229,False,False
http://mouse.owl#MA_0002702,http://human.owl#NCI_C32318,False,False
http://mouse.owl#MA_0002268,http://human.owl#NCI_C32040,True,False
http://mouse.owl#MA_0001056,http://human.owl#NCI_C32291,False,False
http://mouse.owl#MA_0001053,http://human.owl#NCI_C33188,True,True
http://mouse.owl#MA_0000860,http://human.owl#NCI_C32069,False,False
http://mouse.owl#MA_0001657,http://human.owl#NCI_C33456,False,False
http://mouse.owl#MA_0002384,http://human.owl#NCI_C33616,True,True
http://mouse.owl#MA_0001702,http://human.owl#NCI_C32681,False,True
http://mouse.owl#MA_0001768,http://human.owl#NCI_C32934,True,True
http://mouse.owl#MA_0001496,http://human.owl#NCI_C33888,True,True
http://mouse.owl#MA_0001829,http://human.owl#NCI_C32824,True,False
http://mouse.owl#MA_0001211,http://human.owl#NCI_C33695,True,False
http://mouse.owl#MA_0001469,http://human.owl#NCI_C12594,False,False
http://mouse.owl#MA_0001436,http://human.owl#NCI_C33500,False,True
http://mouse.owl#MA_0002060,http://human.owl#NCI_C52734,True,False
http://mouse.owl#MA_0001437,http://human.owl#NCI_C33501,False,True
http://mouse.owl#MA_0000858,http://human.owl#NCI_C45912,False,False
http://mouse.owl#MA_0001839,http://human.owl#NCI_C32231,True,True
http://mouse.owl#MA_0001004,http://human.owl#NCI_C32290,False,False
http://mouse.owl#MA_0000992,http://human.owl#NCI_C12990,False,False
http://mouse.owl#MA_0001654,http://human.owl#NCI_C33436,False,False
http://mouse.owl#MA_0001473,http://human.owl#NCI_C12849,False,False
http://mouse.owl#MA_0001306,http://human.owl#NCI_C33044,True,False
http://mouse.owl#MA_0000976,http://human.owl#NCI_C33371,False,False
http://mouse.owl#MA_0001752,http://human.owl#NCI_C25177,False,False
http://mouse.owl#MA_0000155,http://human.owl#NCI_C32705,False,True
http://mouse.owl#MA_0000893,http://human.owl#NCI_C12448,False,False
http://mouse.owl#MA_0002481,http://human.owl#NCI_C12472,False,False
http://mouse.owl#MA_0000893,http://human.owl#NCI_C12452,False,False
http://mouse.owl#MA_0000014,http://human.owl#NCI_C29667,False,False
http://mouse.owl#MA_0000275,http://human.owl#NCI_C32975,False,False
http://mouse.owl#MA_0000592,http://human.owl#NCI_C12983,True,False
http://mouse.owl#MA_0000021,http://human.owl#NCI_C34004,False,False
http://mouse.owl#MA_0001362,http://human.owl#NCI_C32529,True,False
http://mouse.owl#MA_0000407,http://human.owl#NCI_C33049,False,False
http://mouse.owl#MA_0000047,http://human.owl#NCI_C12742,False,False
http://mouse.owl#MA_0001722,http://human.owl#NCI_C12313,False,False
http://mouse.owl#MA_0000310,http://human.owl#NCI_C32334,True,False
http://mouse.owl#MA_0002749,http://human.owl#NCI_C12998,False,False
http://mouse.owl#MA_0000104,http://human.owl#NCI_C32268,True,False
http://mouse.owl#MA_0002345,http://human.owl#NCI_C32567,True,True
http://mouse.owl#MA_0001338,http://human.owl#NCI_C33423,True,True
http://mouse.owl#MA_0001694,http://human.owl#NCI_C12332,False,False
http://mouse.owl#MA_0001085,http://human.owl#NCI_C12697,False,False
http://mouse.owl#MA_0001075,http://human.owl#NCI_C12808,False,False
http://mouse.owl#MA_0001110,http://human.owl#NCI_C12697,False,True
http://mouse.owl#MA_0001353,http://human.owl#NCI_C33116,False,True
http://mouse.owl#MA_0002606,http://human.owl#NCI_C33101,False,False
http://mouse.owl#MA_0000435,http://human.owl#NCI_C33012,True,True
http://mouse.owl#MA_0000212,http://human.owl#NCI_C32291,False,False
http://mouse.owl#MA_0000870,http://human.owl#NCI_C32843,True,True
http://mouse.owl#MA_0001066,http://human.owl#NCI_C13057,False,False
http://mouse.owl#MA_0001243,http://human.owl#NCI_C12707,False,False
http://mouse.owl#MA_0001716,http://human.owl#NCI_C32959,False,True
http://mouse.owl#MA_0001428,http://human.owl#NCI_C32899,True,True
http://mouse.owl#MA_0001758,http://human.owl#NCI_C12281,True,True
http://mouse.owl#MA_0001064,http://human.owl#NCI_C13057,False,False
http://mouse.owl#MA_0002494,http://human.owl#NCI_C32732,True,True
http://mouse.owl#MA_0000171,http://human.owl#NCI_C33759,False,False
http://mouse.owl#MA_0000438,http://human.owl#NCI_C12930,False,False
http://mouse.owl#MA_0000589,http://human.owl#NCI_C33163,False,False
http://mouse.owl#MA_0000921,http://human.owl#NCI_C48823,True,False
http://mouse.owl#MA_0001193,http://human.owl#NCI_C33593,False,False
http://mouse.owl#MA_0000228,http://human.owl#NCI_C12466,False,False
http://mouse.owl#MA_0000296,http://human.owl#NCI_C32266,True,True
http://mouse.owl#MA_0001729,http://human.owl#NCI_C33298,False,False
http://mouse.owl#MA_0000179,http://human.owl#NCI_C33759,False,False
http://mouse.owl#MA_0002117,http://human.owl#NCI_C33746,False,False
http://mouse.owl#MA_0002011,http://human.owl#NCI_C33216,True,True
http://mouse.owl#MA_0000869,http://human.owl#NCI_C32556,True,True
http://mouse.owl#MA_0000520,http://human.owl#NCI_C32040,True,True
http://mouse.owl#MA_0002491,http://human.owl#NCI_C12336,False,True
http://mouse.owl#MA_0000035,http://human.owl#NCI_C32141,False,False
http://mouse.owl#MA_0000401,http://human.owl#NCI_C12675,False,False
http://mouse.owl#MA_0002422,http://human.owl#NCI_C13092,False,False
http://mouse.owl#MA_0000461,http://human.owl#NCI_C33894,True,False
http://mouse.owl#MA_0000768,http://human.owl#NCI_C45713,True,True
http://mouse.owl#MA_0000766,http://human.owl#NCI_C33770,True,True
http://mouse.owl#MA_0001326,http://human.owl#NCI_C33203,True,False
http://mouse.owl#MA_0001355,http://human.owl#NCI_C13157,False,False
http://mouse.owl#MA_0001286,http://human.owl#NCI_C33884,False,False
http://mouse.owl#MA_0001325,http://human.owl#NCI_C33203,True,True
http://mouse.owl#MA_0001325,http://human.owl#NCI_C33205,True,False
http://mouse.owl#MA_0001578,http://human.owl#NCI_C13050,True,False
http://mouse.owl#MA_0000317,http://human.owl#NCI_C12789,False,False
http://mouse.owl#MA_0001347,http://human.owl#NCI_C12858,False,True
http://mouse.owl#MA_0002616,http://human.owl#NCI_C33459,False,True
http://mouse.owl#MA_0001739,http://human.owl#NCI_C13092,False,False
http://mouse.owl#MA_0000753,http://human.owl#NCI_C32225,False,False
http://mouse.owl#MA_0001565,http://human.owl#NCI_C49221,True,True
http://mouse.owl#MA_0001717,http://human.owl#NCI_C33475,False,True
http://mouse.owl#MA_0000265,http://human.owl#NCI_C12749,False,False
http://mouse.owl#MA_0001460,http://human.owl#NCI_C49137,False,False
http://mouse.owl#MA_0000896,http://human.owl#NCI_C32977,True,False
http://mouse.owl#MA_0002624,http://human.owl#NCI_C32456,False,False
http://mouse.owl#MA_0000057,http://human.owl#NCI_C32235,True,True
http://mouse.owl#MA_0001693,http://human.owl#NCI_C12884,True,False
http://mouse.owl#MA_0001214,http://human.owl#NCI_C33378,True,False
http://mouse.owl#MA_0001623,http://human.owl#NCI_C33209,False,False
http://mouse.owl#MA_0000997,http://human.owl#NCI_C12651,True,False
http://mouse.owl#MA_0002441,http://human.owl#NCI_C12371,True,False
http://mouse.owl#MA_0000588,http://human.owl#NCI_C12336,False,False
http://mouse.owl#MA_0001302,http://human.owl#NCI_C33641,True,False
http://mouse.owl#MA_0000323,http://human.owl#NCI_C34082,False,True
http://mouse.owl#MA_0001725,http://human.owl#NCI_C12848,False,False
http://mouse.owl#MA_0002567,http://human.owl#NCI_C33443,False,True
http://mouse.owl#MA_0000844,http://human.owl#NCI_C33817,False,False
http://mouse.owl#MA_0000048,http://human.owl#NCI_C33788,False,True
http://mouse.owl#MA_0001300,http://human.owl#NCI_C12743,False,False
http://mouse.owl#MA_0002749,http://human.owl#NCI_C33588,False,False
http://mouse.owl#MA_0001325,http://human.owl#NCI_C49262,True,False
http://mouse.owl#MA_0000802,http://human.owl#NCI_C33630,False,False
http://mouse.owl#MA_0000909,http://human.owl#NCI_C32817,False,False
http://mouse.owl#MA_0002643,http://human.owl#NCI_C33050,True,False
http://mouse.owl#MA_0002747,http://human.owl#NCI_C32289,False,True
http://mouse.owl#MA_0000249,http://human.owl#NCI_C33528,False,False
http://mouse.owl#MA_0002605,http://human.owl#NCI_C33271,True,True
http://mouse.owl#MA_0000314,http://human.owl#NCI_C33721,True,False
http://mouse.owl#MA_0000800,http://human.owl#NCI_C33630,True,True
http://mouse.owl#MA_0000390,http://human.owl#NCI_C32425,False,False
http://mouse.owl#MA_0000308,http://human.owl#NCI_C12998,False,False
http://mouse.owl#MA_0001568,http://human.owl#NCI_C49223,True,True
http://mouse.owl#MA_0001429,http://human.owl#NCI_C32900,True,True
http://mouse.owl#MA_0000801,http://human.owl#NCI_C33631,True,True
http://mouse.owl#MA_0000666,http://human.owl#NCI_C33282,True,False
http://mouse.owl#MA_0000126,http://human.owl#NCI_C32487,True,False
http://mouse.owl#MA_0000219,http://human.owl#NCI_C34060,False,False
http://mouse.owl#MA_0000125,http://human.owl#NCI_C32487,False,False
http://mouse.owl#MA_0001972,http://human.owl#NCI_C12733,True,False
http://mouse.owl#MA_0000717,http://human.owl#NCI_C12481,True,False
http://mouse.owl#MA_0001971,http://human.owl#NCI_C32357,False,False
http://mouse.owl#MA_0000052,http://human.owl#NCI_C12717,False,False
http://mouse.owl#MA_0001422,http://human.owl#NCI_C32174,True,True
http://mouse.owl#MA_0001797,http://human.owl#NCI_C13075,True,True
http://mouse.owl#MA_0002660,http://human.owl#NCI_C32730,False,False
http://mouse.owl#MA_0002523,http://human.owl#NCI_C13277,False,False
http://mouse.owl#MA_0000231,http://human.owl#NCI_C12462,False,True
http://mouse.owl#MA_0001421,http://human.owl#NCI_C32159,True,True
http://mouse.owl#MA_0000442,http://human.owl#NCI_C33839,False,True
http://mouse.owl#MA_0000960,http://human.owl#NCI_C33262,False,False
http://mouse.owl#MA_0001021,http://human.owl#NCI_C33402,False,False
http://mouse.owl#MA_0001149,http://human.owl#NCI_C52748,False,False
http://mouse.owl#MA_0000944,http://human.owl#NCI_C32695,False,False
http://mouse.owl#MA_0001635,http://human.owl#NCI_C49483,True,True
http://mouse.owl#MA_0002701,http://human.owl#NCI_C32987,False,True
http://mouse.owl#MA_0001926,http://human.owl#NCI_C12687,False,False
http://mouse.owl#MA_0000476,http://human.owl#NCI_C32455,False,False
http://mouse.owl#MA_0000475,http://human.owl#NCI_C33766,False,False
http://mouse.owl#MA_0001347,http://human.owl#NCI_C33811,False,False
http://mouse.owl#MA_0000805,http://human.owl#NCI_C33627,True,True
http://mouse.owl#MA_0001754,http://human.owl#NCI_C49245,True,True
http://mouse.owl#MA_0000487,http://human.owl#NCI_C32746,True,False
http://mouse.owl#MA_0002361,http://human.owl#NCI_C32861,True,True
http://mouse.owl#MA_0002655,http://human.owl#NCI_C13318,False,False
http://mouse.owl#MA_0001740,http://human.owl#NCI_C13092,False,False
http://mouse.owl#MA_0000033,http://human.owl#NCI_C12671,False,False
http://mouse.owl#MA_0000420,http://human.owl#NCI_C32053,False,False
http://mouse.owl#MA_0002691,http://human.owl#NCI_C12252,False,False
http://mouse.owl#MA_0001086,http://human.owl#NCI_C12820,False,False
http://mouse.owl#MA_0000240,http://human.owl#NCI_C32335,True,False
http://mouse.owl#MA_0000050,http://human.owl#NCI_C12796,False,False
http://mouse.owl#MA_0002472,http://human.owl#NCI_C33239,False,False
http://mouse.owl#MA_0002319,http://human.owl#NCI_C32763,True,True
http://mouse.owl#MA_0000236,http://human.owl#NCI_C12889,False,False
http://mouse.owl#MA_0001246,http://human.owl#NCI_C32454,True,True
http://mouse.owl#MA_0000908,http://human.owl#NCI_C33346,False,False
http://mouse.owl#MA_0000710,http://human.owl#NCI_C33853,True,True
http://mouse.owl#MA_0001632,http://human.owl#NCI_C32211,False,False
http://mouse.owl#MA_0001350,http://human.owl#NCI_C12800,False,False
http://mouse.owl#MA_0000163,http://human.owl#NCI_C32705,False,False
http://mouse.owl#MA_0000217,http://human.owl#NCI_C12768,True,False
http://mouse.owl#MA_0001453,http://human.owl#NCI_C32138,False,True
http://mouse.owl#MA_0001942,http://human.owl#NCI_C32478,True,False
http://mouse.owl#MA_0001679,http://human.owl#NCI_C32456,False,True
http://mouse.owl#MA_0002440,http://human.owl#NCI_C12437,True,True
http://mouse.owl#MA_0000020,http://human.owl#NCI_C32481,False,False
http://mouse.owl#MA_0000388,http://human.owl#NCI_C33523,False,False
http://mouse.owl#MA_0000183,http://human.owl#NCI_C12834,False,False
http://mouse.owl#MA_0002010,http://human.owl#NCI_C32076,True,False
http://mouse.owl#MA_0000307,http://human.owl#NCI_C32223,True,False
http://mouse.owl#MA_0001439,http://human.owl#NCI_C33724,True,True
http://mouse.owl#MA_0001111,http://human.owl#NCI_C12820,False,True
http://mouse.owl#MA_0001706,http://human.owl#NCI_C49265,True,True
http://mouse.owl#MA_0001030,http://human.owl#NCI_C12807,False,False
http://mouse.owl#MA_0002719,http://human.owl#NCI_C12372,False,False
http://mouse.owl#MA_0001310,http://human.owl#NCI_C12642,True,False
http://mouse.owl#MA_0001609,http://human.owl#NCI_C12256,True,True
http://mouse.owl#MA_0001438,http://human.owl#NCI_C33720,True,True
http://mouse.owl#MA_0001654,http://human.owl#NCI_C12740,False,False
http://mouse.owl#MA_0000281,http://human.owl#NCI_C32566,False,False
http://mouse.owl#MA_0002116,http://human.owl#NCI_C32579,True,False
http://mouse.owl#MA_0000261,http://human.owl#NCI_C12888,False,False
http://mouse.owl#MA_0002090,http://human.owl#NCI_C33349,False,True
http://mouse.owl#MA_0000405,http://human.owl#NCI_C12787,True,False
http://mouse.owl#MA_0002217,http://human.owl#NCI_C33546,True,True
http://mouse.owl#MA_0001309,http://human.owl#NCI_C33235,True,True
http://mouse.owl#MA_0000770,http://human.owl#NCI_C33772,True,True
http://mouse.owl#MA_0000086,http://human.owl#NCI_C12729,True,True
http://mouse.owl#MA_0000043,http://human.owl#NCI_C32156,False,False
http://mouse.owl#MA_0001430,http://human.owl#NCI_C32901,True,True
http://mouse.owl#MA_0002084,http://human.owl#NCI_C53121,True,False
http://mouse.owl#MA_0002750,http://human.owl#NCI_C33588,False,False
http://mouse.owl#MA_0001431,http://human.owl#NCI_C32902,True,True
http://mouse.owl#MA_0000208,http://human.owl#NCI_C32135,False,True
http://mouse.owl#MA_0001582,http://human.owl#NCI_C12608,False,False
http://mouse.owl#MA_0000829,http://human.owl#NCI_C49335,True,False
http://mouse.owl#MA_0001495,http://human.owl#NCI_C33248,False,False
http://mouse.owl#MA_0001563,http://human.owl#NCI_C33874,True,False
http://mouse.owl#MA_0000050,http://human.owl#NCI_C33736,False,False
http://mouse.owl#MA_0000854,http://human.owl#NCI_C13319,False,False
http://mouse.owl#MA_0000916,http://human.owl#NCI_C12354,False,True
http://mouse.owl#MA_0000251,http://human.owl#NCI_C33527,True,False
http://mouse.owl#MA_0002436,http://human.owl#NCI_C13051,False,False
http://mouse.owl#MA_0001884,http://human.owl#NCI_C33895,False,True
http://mouse.owl#MA_0001975,http://human.owl#NCI_C52864,True,False
http://mouse.owl#MA_0002434,http://human.owl#NCI_C13051,False,False
http://mouse.owl#MA_0002707,http://human.owl#NCI_C33495,False,False
http://mouse.owl#MA_0000828,http://human.owl#NCI_C49332,True,False
http://mouse.owl#MA_0001926,http://human.owl#NCI_C32353,True,False
http://mouse.owl#MA_0000926,http://human.owl#NCI_C33923,False,False
http://mouse.owl#MA_0000388,http://human.owl#NCI_C12600,False,False
http://mouse.owl#MA_0000341,http://human.owl#NCI_C13345,False,False
http://mouse.owl#MA_0001862,http://human.owl#NCI_C33797,True,True
http://mouse.owl#MA_0000364,http://human.owl#NCI_C33000,False,True
http://mouse.owl#MA_0000065,http://human.owl#NCI_C32212,False,True
http://mouse.owl#MA_0002115,http://human.owl#NCI_C52687,True,False
http://mouse.owl#MA_0000180,http://human.owl#NCI_C12459,False,False
http://mouse.owl#MA_0001925,http://human.owl#NCI_C32352,False,False
http://mouse.owl#MA_0002483,http://human.owl#NCI_C32213,False,False
http://mouse.owl#MA_0001731,http://human.owl#NCI_C49219,False,False
http://mouse.owl#MA_0002471,http://human.owl#NCI_C32811,False,False
http://mouse.owl#MA_0000579,http://human.owl#NCI_C13073,False,False
http://mouse.owl#MA_0000365,http://human.owl#NCI_C33001,True,True
http://mouse.owl#MA_0000297,http://human.owl#NCI_C33737,True,True
http://mouse.owl#MA_0001112,http://human.owl#NCI_C49333,True,False
http://mouse.owl#MA_0000660,http://human.owl#NCI_C12982,True,True
http://mouse.owl#MA_0000373,http://human.owl#NCI_C12886,False,False
http://mouse.owl#MA_0000052,http://human.owl#NCI_C33763,False,True
http://mouse.owl#MA_0001425,http://human.owl#NCI_C32243,True,True
http://mouse.owl#MA_0000198,http://human.owl#NCI_C32741,False,False
http://mouse.owl#MA_0000191,http://human.owl#NCI_C32374,True,False
http://mouse.owl#MA_0001318,http://human.owl#NCI_C33166,False,False
http://mouse.owl#MA_0001423,http://human.owl#NCI_C32241,True,True
http://mouse.owl#MA_0002185,http://human.owl#NCI_C33215,False,False
http://mouse.owl#MA_0000022,http://human.owl#NCI_C25389,False,False
http://mouse.owl#MA_0001424,http://human.owl#NCI_C32242,True,True
http://mouse.owl#MA_0000197,http://human.owl#NCI_C32741,False,False
http://mouse.owl#MA_0001731,http://human.owl#NCI_C12848,False,False
http://mouse.owl#MA_0000211,http://human.owl#NCI_C12460,True,True
http://mouse.owl#MA_0000189,http://human.owl#NCI_C12444,False,False
http://mouse.owl#MA_0001755,http://human.owl#NCI_C32933,True,True
http://mouse.owl#MA_0001422,http://human.owl#NCI_C32240,False,True
http://mouse.owl#MA_0000080,http://human.owl#NCI_C12371,True,True
http://mouse.owl#MA_0002081,http://human.owl#NCI_C53129,True,False
http://mouse.owl#MA_0000243,http://human.owl#NCI_C12395,False,False
http://mouse.owl#MA_0000897,http://human.owl#NCI_C33137,False,True
http://mouse.owl#MA_0001242,http://human.owl#NCI_C12928,False,False
http://mouse.owl#MA_0002633,http://human.owl#NCI_C32469,True,False
http://mouse.owl#MA_0000860,http://human.owl#NCI_C12773,True,False
http://mouse.owl#MA_0001421,http://human.owl#NCI_C32239,False,True
http://mouse.owl#MA_0000924,http://human.owl#NCI_C33535,False,False
http://mouse.owl#MA_0000917,http://human.owl#NCI_C12378,False,False
http://mouse.owl#MA_0000924,http://human.owl#NCI_C33536,False,False
http://mouse.owl#MA_0001432,http://human.owl#NCI_C32903,True,True
http://mouse.owl#MA_0002222,http://human.owl#NCI_C32171,True,False
http://mouse.owl#MA_0000434,http://human.owl#NCI_C12779,False,False
