Source,Target,LLMDecision,LLMConfidence,LLMTotalTokens,ExperimentType,K,Model,Label,LogMapPred
http://mouse.owl#MA_0001032,http://human.owl#NCI_C12821,False,,356,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002324,http://human.owl#NCI_C32824,True,,272,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002053,http://human.owl#NCI_C33661,False,,192,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000255,http://human.owl#NCI_C12500,True,,191,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001982,http://human.owl#NCI_C52941,True,,178,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000186,http://human.owl#NCI_C49136,True,,429,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001567,http://human.owl#NCI_C49222,True,,184,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001676,http://human.owl#NCI_C32154,True,,182,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000288,http://human.owl#NCI_C12759,True,,260,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001289,http://human.owl#NCI_C28381,False,,290,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000152,http://human.owl#NCI_C12701,True,,108,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001679,http://human.owl#NCI_C32154,False,,203,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000259,http://human.owl#NCI_C12292,True,,267,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000279,http://human.owl#NCI_C13177,True,,297,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001771,http://human.owl#NCI_C32053,False,,336,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000459,http://human.owl#NCI_C33548,True,,110,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002519,http://human.owl#NCI_C32661,True,,207,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001835,http://human.owl#NCI_C49209,True,,242,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000183,http://human.owl#NCI_C12351,False,,306,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0002680,http://human.owl#NCI_C32538,True,,253,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000810,http://human.owl#NCI_C49333,False,,328,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001611,http://human.owl#NCI_C12848,False,,298,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001596,http://human.owl#NCI_C49301,True,,247,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000077,http://human.owl#NCI_C13004,False,,231,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000076,http://human.owl#NCI_C13004,True,,307,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001543,http://human.owl#NCI_C12385,True,,110,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000704,http://human.owl#NCI_C49330,True,,305,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001757,http://human.owl#NCI_C32933,False,,360,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001756,http://human.owl#NCI_C32933,False,,376,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000045,http://human.owl#NCI_C32884,False,,263,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001860,http://human.owl#NCI_C49307,True,,117,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001547,http://human.owl#NCI_C32931,False,,331,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001106,http://human.owl#NCI_C12812,True,,200,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002325,http://human.owl#NCI_C32561,True,,301,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000792,http://human.owl#NCI_C12937,True,,168,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001280,http://human.owl#NCI_C32945,True,,165,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000941,http://human.owl#NCI_C12353,False,,259,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002685,http://human.owl#NCI_C32663,True,,265,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001522,http://human.owl#NCI_C25763,False,,829,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001521,http://human.owl#NCI_C25763,False,,811,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001012,http://human.owl#NCI_C32337,True,,304,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001591,http://human.owl#NCI_C13147,False,,321,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0002027,http://human.owl#NCI_C32436,True,,290,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001395,http://human.owl#NCI_C52786,True,,167,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002686,http://human.owl#NCI_C33568,True,,291,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001093,http://human.owl#NCI_C12723,True,,189,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002063,http://human.owl#NCI_C33581,True,,243,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001832,http://human.owl#NCI_C49208,True,,117,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001349,http://human.owl#NCI_C33162,True,,259,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000854,http://human.owl#NCI_C33923,False,,402,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001539,http://human.owl#NCI_C49243,True,,222,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000461,http://human.owl#NCI_C33894,True,,297,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001029,http://human.owl#NCI_C33140,True,,309,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000044,http://human.owl#NCI_C32622,True,,192,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002321,http://human.owl#NCI_C32764,True,,253,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001505,http://human.owl#NCI_C32890,False,,322,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000460,http://human.owl#NCI_C33894,True,,248,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002689,http://human.owl#NCI_C32928,True,,184,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000453,http://human.owl#NCI_C33106,True,,251,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001163,http://human.owl#NCI_C52828,True,,200,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001220,http://human.owl#NCI_C33611,True,,266,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001097,http://human.owl#NCI_C12761,True,,285,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002516,http://human.owl#NCI_C13270,True,,290,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001537,http://human.owl#NCI_C49241,True,,253,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002664,http://human.owl#NCI_C38669,True,,220,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002560,http://human.owl#NCI_C12260,False,,287,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000338,http://human.owl#NCI_C12263,True,,166,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002398,http://human.owl#NCI_C33809,True,,201,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001312,http://human.owl#NCI_C32809,True,,217,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001863,http://human.owl#NCI_C49306,True,,230,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002070,http://human.owl#NCI_C33826,False,,362,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000127,http://human.owl#NCI_C12608,True,,316,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002606,http://human.owl#NCI_C32685,False,,292,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001311,http://human.owl#NCI_C32808,True,,191,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000113,http://human.owl#NCI_C13046,True,,516,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000175,http://human.owl#NCI_C12398,True,,169,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002663,http://human.owl#NCI_C38668,True,,220,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001036,http://human.owl#NCI_C32475,True,,216,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000532,http://human.owl#NCI_C33287,True,,343,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002672,http://human.owl#NCI_C33040,False,,278,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000858,http://human.owl#NCI_C32228,False,,267,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001709,http://human.owl#NCI_C32692,True,,332,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001695,http://human.owl#NCI_C48940,True,,254,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002690,http://human.owl#NCI_C32930,True,,186,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002392,http://human.owl#NCI_C33750,True,,209,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001245,http://human.owl#NCI_C33652,True,,321,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001858,http://human.owl#NCI_C49305,True,,118,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000115,http://human.owl#NCI_C13045,True,,220,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002474,http://human.owl#NCI_C12421,True,,280,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001165,http://human.owl#NCI_C52827,True,,193,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001534,http://human.owl#NCI_C32833,True,,180,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001536,http://human.owl#NCI_C49240,True,,182,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002395,http://human.owl#NCI_C53079,True,,297,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001769,http://human.owl#NCI_C32934,False,,334,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0001787,http://human.owl#NCI_C49279,True,,183,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001562,http://human.owl#NCI_C33572,True,,179,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002687,http://human.owl#NCI_C33570,True,,192,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001276,http://human.owl#NCI_C32783,True,,179,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001176,http://human.owl#NCI_C32825,True,,228,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000905,http://human.owl#NCI_C12352,True,,306,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001028,http://human.owl#NCI_C12807,True,,271,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001029,http://human.owl#NCI_C12807,False,,320,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000463,http://human.owl#NCI_C32078,True,,110,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001358,http://human.owl#NCI_C12809,True,,108,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002306,http://human.owl#NCI_C32666,True,,259,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000385,http://human.owl#NCI_C12403,True,,225,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001770,http://human.owl#NCI_C32934,True,,311,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0002435,http://human.owl#NCI_C12746,True,,250,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002559,http://human.owl#NCI_C12258,True,,281,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001096,http://human.owl#NCI_C12759,True,,315,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000348,http://human.owl#NCI_C12506,True,,304,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000193,http://human.owl#NCI_C33204,True,,228,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0002185,http://human.owl#NCI_C53057,True,,115,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001289,http://human.owl#NCI_C33586,True,,240,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0002674,http://human.owl#NCI_C33773,True,,174,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000742,http://human.owl#NCI_C49586,True,,250,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000316,http://human.owl#NCI_C12789,True,,239,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001277,http://human.owl#NCI_C33688,True,,167,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001596,http://human.owl#NCI_C52707,True,,349,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001105,http://human.owl#NCI_C12808,True,,268,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000343,http://human.owl#NCI_C12220,True,,216,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000432,http://human.owl#NCI_C12425,True,,109,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001388,http://human.owl#NCI_C12864,True,,210,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001558,http://human.owl#NCI_C33571,True,,249,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0001189,http://human.owl#NCI_C32804,False,,264,zero_shot,0,meta-llama/llama-3.1-70b-instruct,False,False
http://mouse.owl#MA_0000776,http://human.owl#NCI_C49788,True,,191,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
http://mouse.owl#MA_0000995,http://human.owl#NCI_C49141,True,,217,zero_shot,0,meta-llama/llama-3.1-70b-instruct,True,False
