Source,Target,LLMDecision,LLMConfidence,LLMTotalTokens,ExperimentType,K,Model,Label,LogMapPred
http://mouse.owl#MA_0000205,http://human.owl#NCI_C12442,True,,406,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000237,http://human.owl#NCI_C12499,True,,374,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001841,http://human.owl#NCI_C49210,True,,410,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001633,http://human.owl#NCI_C49228,True,,414,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002420,http://human.owl#NCI_C12725,True,,378,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000398,http://human.owl#NCI_C32492,True,,386,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001616,http://human.owl#NCI_C12261,True,,399,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000768,http://human.owl#NCI_C33771,False,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002554,http://human.owl#NCI_C33340,True,,396,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002748,http://human.owl#NCI_C13082,False,,391,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000014,http://human.owl#NCI_C12907,True,,382,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001771,http://human.owl#NCI_C12867,True,,411,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000369,http://human.owl#NCI_C12927,True,,388,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001355,http://human.owl#NCI_C32414,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002683,http://human.owl#NCI_C32656,True,,412,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002302,http://human.owl#NCI_C53172,True,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001729,http://human.owl#NCI_C49312,True,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000388,http://human.owl#NCI_C12598,False,,393,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002723,http://human.owl#NCI_C32743,False,,401,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000166,http://human.owl#NCI_C12437,False,,397,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000341,http://human.owl#NCI_C12421,True,,386,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001100,http://human.owl#NCI_C12806,True,,419,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002677,http://human.owl#NCI_C48257,False,,421,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000333,http://human.owl#NCI_C12379,True,,386,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000170,http://human.owl#NCI_C12455,True,,400,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001914,http://human.owl#NCI_C52844,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001659,http://human.owl#NCI_C32683,True,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001269,http://human.owl#NCI_C32315,True,,416,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002655,http://human.owl#NCI_C12884,True,,398,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002127,http://human.owl#NCI_C33665,False,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001073,http://human.owl#NCI_C12897,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001546,http://human.owl#NCI_C32929,True,,406,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000251,http://human.owl#NCI_C33528,True,,386,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001326,http://human.owl#NCI_C33205,True,,408,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001251,http://human.owl#NCI_C49482,True,,406,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000901,http://human.owl#NCI_C32653,False,,422,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002688,http://human.owl#NCI_C32926,True,,408,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001253,http://human.owl#NCI_C49482,True,,414,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002225,http://human.owl#NCI_C33666,True,,400,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000026,http://human.owl#NCI_C12742,True,,395,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000417,http://human.owl#NCI_C32056,True,,384,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002062,http://human.owl#NCI_C33661,False,,418,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000323,http://human.owl#NCI_C12378,True,,384,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001347,http://human.owl#NCI_C33121,False,,421,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001831,http://human.owl#NCI_C49210,True,,408,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001039,http://human.owl#NCI_C12899,True,,414,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001624,http://human.owl#NCI_C12259,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002131,http://human.owl#NCI_C12879,True,,389,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000436,http://human.owl#NCI_C12683,True,,420,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001032,http://human.owl#NCI_C12821,True,,395,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002324,http://human.owl#NCI_C32824,True,,401,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002053,http://human.owl#NCI_C33661,False,,417,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000255,http://human.owl#NCI_C12500,True,,379,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001982,http://human.owl#NCI_C52941,True,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000186,http://human.owl#NCI_C49136,True,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001567,http://human.owl#NCI_C49222,True,,420,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001676,http://human.owl#NCI_C32154,True,,398,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000288,http://human.owl#NCI_C12759,True,,389,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001289,http://human.owl#NCI_C28381,False,,416,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000152,http://human.owl#NCI_C12701,True,,382,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001679,http://human.owl#NCI_C32154,False,,399,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000259,http://human.owl#NCI_C12292,True,,365,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000279,http://human.owl#NCI_C13177,True,,404,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001771,http://human.owl#NCI_C32053,False,,401,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000459,http://human.owl#NCI_C33548,True,,389,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002519,http://human.owl#NCI_C32661,True,,426,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001835,http://human.owl#NCI_C49209,True,,418,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000183,http://human.owl#NCI_C12351,False,,389,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002680,http://human.owl#NCI_C32538,True,,413,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000810,http://human.owl#NCI_C49333,True,,387,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001611,http://human.owl#NCI_C12848,False,,419,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001596,http://human.owl#NCI_C49301,True,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000077,http://human.owl#NCI_C13004,False,,384,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000076,http://human.owl#NCI_C13004,True,,387,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001543,http://human.owl#NCI_C12385,True,,388,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000704,http://human.owl#NCI_C49330,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001757,http://human.owl#NCI_C32933,True,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001756,http://human.owl#NCI_C32933,True,,403,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000045,http://human.owl#NCI_C32884,False,,390,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001860,http://human.owl#NCI_C49307,True,,429,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001547,http://human.owl#NCI_C32931,True,,411,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001106,http://human.owl#NCI_C12812,True,,417,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002325,http://human.owl#NCI_C32561,True,,423,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000792,http://human.owl#NCI_C12937,True,,411,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001280,http://human.owl#NCI_C32945,True,,428,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000941,http://human.owl#NCI_C12353,True,,391,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002685,http://human.owl#NCI_C32663,True,,404,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001522,http://human.owl#NCI_C25763,False,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001521,http://human.owl#NCI_C25763,False,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001012,http://human.owl#NCI_C32337,True,,413,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001591,http://human.owl#NCI_C13147,False,,412,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002027,http://human.owl#NCI_C32436,True,,416,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001395,http://human.owl#NCI_C52786,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002686,http://human.owl#NCI_C33568,True,,397,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001093,http://human.owl#NCI_C12723,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002063,http://human.owl#NCI_C33581,True,,406,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001832,http://human.owl#NCI_C49208,True,,428,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001349,http://human.owl#NCI_C33162,True,,400,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000854,http://human.owl#NCI_C33923,False,,410,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001539,http://human.owl#NCI_C49243,True,,420,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000461,http://human.owl#NCI_C33894,True,,408,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001029,http://human.owl#NCI_C33140,True,,431,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000044,http://human.owl#NCI_C32622,True,,393,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002321,http://human.owl#NCI_C32764,True,,394,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001505,http://human.owl#NCI_C32890,True,,404,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000460,http://human.owl#NCI_C33894,True,,389,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002689,http://human.owl#NCI_C32928,True,,416,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000453,http://human.owl#NCI_C33106,True,,399,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001163,http://human.owl#NCI_C52828,True,,414,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001220,http://human.owl#NCI_C33611,True,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001097,http://human.owl#NCI_C12761,True,,394,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002516,http://human.owl#NCI_C13270,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001537,http://human.owl#NCI_C49241,True,,394,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002664,http://human.owl#NCI_C38669,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002560,http://human.owl#NCI_C12260,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000338,http://human.owl#NCI_C12263,True,,393,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002398,http://human.owl#NCI_C33809,True,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001312,http://human.owl#NCI_C32809,True,,393,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001863,http://human.owl#NCI_C49306,True,,439,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002070,http://human.owl#NCI_C33826,True,,409,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000127,http://human.owl#NCI_C12608,True,,404,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002606,http://human.owl#NCI_C32685,False,,399,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001311,http://human.owl#NCI_C32808,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000113,http://human.owl#NCI_C13046,True,,393,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000175,http://human.owl#NCI_C12398,True,,416,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002663,http://human.owl#NCI_C38668,True,,415,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001036,http://human.owl#NCI_C32475,True,,441,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000532,http://human.owl#NCI_C33287,True,,403,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002672,http://human.owl#NCI_C33040,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000858,http://human.owl#NCI_C32228,True,,380,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001709,http://human.owl#NCI_C32692,True,,405,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001695,http://human.owl#NCI_C48940,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002690,http://human.owl#NCI_C32930,True,,410,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002392,http://human.owl#NCI_C33750,True,,412,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001245,http://human.owl#NCI_C33652,False,,397,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001858,http://human.owl#NCI_C49305,True,,435,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000115,http://human.owl#NCI_C13045,False,,383,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002474,http://human.owl#NCI_C12421,True,,385,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001165,http://human.owl#NCI_C52827,True,,428,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001534,http://human.owl#NCI_C32833,True,,413,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001536,http://human.owl#NCI_C49240,True,,408,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002395,http://human.owl#NCI_C53079,True,,399,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001769,http://human.owl#NCI_C32934,True,,407,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0001787,http://human.owl#NCI_C49279,True,,392,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001562,http://human.owl#NCI_C33572,True,,398,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002687,http://human.owl#NCI_C33570,True,,406,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001276,http://human.owl#NCI_C32783,True,,430,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001176,http://human.owl#NCI_C32825,True,,401,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000905,http://human.owl#NCI_C12352,True,,384,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001028,http://human.owl#NCI_C12807,False,,428,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001029,http://human.owl#NCI_C12807,False,,427,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0000463,http://human.owl#NCI_C32078,True,,384,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001358,http://human.owl#NCI_C12809,True,,391,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002306,http://human.owl#NCI_C32666,True,,408,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000385,http://human.owl#NCI_C12403,True,,395,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001770,http://human.owl#NCI_C32934,True,,406,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002435,http://human.owl#NCI_C12746,True,,412,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002559,http://human.owl#NCI_C12258,True,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001096,http://human.owl#NCI_C12759,True,,391,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000348,http://human.owl#NCI_C12506,True,,375,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000193,http://human.owl#NCI_C33204,True,,380,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,False,False
http://mouse.owl#MA_0002185,http://human.owl#NCI_C53057,False,,398,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001289,http://human.owl#NCI_C33586,True,,413,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0002674,http://human.owl#NCI_C33773,True,,401,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000742,http://human.owl#NCI_C49586,True,,414,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000316,http://human.owl#NCI_C12789,True,,382,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001277,http://human.owl#NCI_C33688,True,,429,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001596,http://human.owl#NCI_C52707,True,,398,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001105,http://human.owl#NCI_C12808,True,,402,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000343,http://human.owl#NCI_C12220,True,,381,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0000432,http://human.owl#NCI_C12425,True,,391,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001388,http://human.owl#NCI_C12864,True,,417,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
http://mouse.owl#MA_0001558,http://human.owl#NCI_C33571,True,,404,few_shot_rag,3,qwen/qwen3-vl-8b-instruct,True,False
